csv,primary_key,2016_11_15,2016_11_24,2016_12_04
governor_primaries_2016_by_county.csv,Washington__Adams County__independent_or_other__C. Joubert,0.0,0.0,33.3
governor_primaries_2016_by_county.csv,Washington__Asotin County__republican__B. Bryant,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__democrat__J. Inslee,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__republican__B. Hirt,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__democrat__P. O'Rourke,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__independent_or_other__S. Rubenstein,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__democrat__J. Dodds,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__republican__Goodspaceguy,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__democrat__J. Deal,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__independent_or_other__M. Martin,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__independent_or_other__D. Blomstrom,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Asotin County__independent_or_other__C. Joubert,0.0,0.0,57.1
governor_primaries_2016_by_county.csv,Washington__Benton County__republican__B. Bryant,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__democrat__J. Inslee,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__republican__B. Hirt,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__democrat__P. O'Rourke,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__independent_or_other__S. Rubenstein,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__republican__Goodspaceguy,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__democrat__J. Dodds,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__democrat__J. Deal,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__independent_or_other__M. Martin,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__independent_or_other__D. Blomstrom,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Benton County__independent_or_other__C. Joubert,0.0,0.0,74.0
governor_primaries_2016_by_county.csv,Washington__Chelan County__republican__B. Bryant,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__democrat__J. Inslee,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__republican__B. Hirt,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__democrat__P. O'Rourke,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__independent_or_other__S. Rubenstein,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__republican__Goodspaceguy,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__democrat__J. Deal,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__democrat__J. Dodds,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__independent_or_other__M. Martin,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__independent_or_other__D. Blomstrom,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Chelan County__independent_or_other__C. Joubert,0.0,0.0,71.4
governor_primaries_2016_by_county.csv,Washington__Clallam County__democrat__J. Inslee,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__republican__B. Bryant,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__republican__B. Hirt,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__democrat__P. O'Rourke,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__independent_or_other__S. Rubenstein,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__democrat__J. Dodds,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__republican__Goodspaceguy,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__democrat__J. Deal,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__independent_or_other__M. Martin,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__independent_or_other__D. Blomstrom,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clallam County__independent_or_other__C. Joubert,0.0,0.0,66.7
governor_primaries_2016_by_county.csv,Washington__Clark County__democrat__J. Inslee,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__republican__B. Bryant,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__republican__B. Hirt,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__democrat__P. O'Rourke,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__democrat__J. Dodds,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__independent_or_other__S. Rubenstein,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__democrat__J. Deal,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__republican__Goodspaceguy,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__independent_or_other__M. Martin,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__independent_or_other__D. Blomstrom,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Clark County__independent_or_other__C. Joubert,0.0,0.0,88.8
governor_primaries_2016_by_county.csv,Washington__Columbia County__republican__B. Bryant,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__democrat__J. Inslee,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__republican__B. Hirt,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__democrat__P. O'Rourke,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__republican__Goodspaceguy,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__independent_or_other__S. Rubenstein,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__independent_or_other__M. Martin,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__democrat__J. Dodds,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__democrat__J. Deal,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__independent_or_other__C. Joubert,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Columbia County__independent_or_other__D. Blomstrom,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__republican__B. Bryant,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__democrat__J. Inslee,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__republican__B. Hirt,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__democrat__P. O'Rourke,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__independent_or_other__S. Rubenstein,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__democrat__J. Dodds,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__democrat__J. Deal,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__republican__Goodspaceguy,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__independent_or_other__M. Martin,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__independent_or_other__D. Blomstrom,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Cowlitz County__independent_or_other__C. Joubert,0.0,0.0,73.3
governor_primaries_2016_by_county.csv,Washington__Douglas County__republican__B. Bryant,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__democrat__J. Inslee,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__republican__B. Hirt,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__democrat__P. O'Rourke,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__democrat__J. Deal,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__independent_or_other__S. Rubenstein,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__democrat__J. Dodds,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__republican__Goodspaceguy,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__independent_or_other__M. Martin,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__independent_or_other__C. Joubert,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Douglas County__independent_or_other__D. Blomstrom,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__republican__B. Bryant,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__democrat__J. Inslee,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__republican__B. Hirt,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__independent_or_other__S. Rubenstein,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__democrat__P. O'Rourke,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__republican__Goodspaceguy,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__democrat__J. Dodds,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__democrat__J. Deal,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__independent_or_other__M. Martin,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__independent_or_other__D. Blomstrom,0.0,0.0,50.0
governor_primaries_2016_by_county.csv,Washington__Ferry County__independent_or_other__C. Joubert,0.0,0.0,50.0
house_primaries_2016.csv,5th District Primaries__democrat__M. Quigley,0.0,0.0,100.0
